,comments,predictions
2326,"guess obama grey-haired sage now. knows first thing ai. knows first thing private sector commerce generating wealth products actual services. leave us alone, guy. zero respect poser.",negative
2327,table perfectly gorgeous useful. every artist needs write name every piece work create. please!,positive
2328,ai cern going destroy america world citizens step stop globalist. evil.,negative
2329,"dad, trained classical violinist, made living house painter. loved books ideas, took lot pride houses painted.",positive
2330,excellent point ..we know god fate going use talents. stories tell. thank telling dad's.,positive
2331,"top five role models tucker, love thank helping see needed turn life around! owe one brother",positive
2332,amazing foreseen satirist wrote book player piano. great read. wish well made movie.,positive
2333,"reminds mr.burns! excellent smithers, excellent!!",positive
2334,"fascinating, i'm always impressed stories genius.",positive
2335,i’d highly recommend staining legacy bringing bard ai conversation.,positive
2336,love 60 minutes presenting story like it’s new!,positive
2337,feel cheated 60m interesting bu way trust ai evil people controlling world,negative
2338,ai pushing human find perfection!,positive
2339,"anybody thinks likes china, russia, iran north korea honestly stop trying develop autonomous battlefield robots even sign 'treaty' kidding themselves. pandora's box opened.",negative
2340,"ridic. fail find “human depth” compositions spat stochastic parrot. hype, performed someone pedigree convenient mouthpiece law according google, strangely worker",negative
2341,"hemingway wrote: ""for sale: baby shoes, never worn"", challenged write story using six words. inherent genius created great seed story. ai merely expanded key words. let's put pedestal.",positive
2342,good! intelligent! honest! divine grace protect ...,positive
2343,motivate ais emotions produce consciousness them. worked opposite way nature. first emotional wiring completed came intelligence.,positive
2344,"i'm worried this... many respect pressing environmental crisis! watched ai asian lady, i'd bet life alive. humanity lot learning do.",positive
2345,"deal artificial facebook type photos (not real people) scrap autonomous poeitic agency (self generating, scrap it.....scrap it---- military, pornography, scams galore warned.",negative
2346,can't even pick phone without told machine; long machines realize need us?,negative
2347,"waiting it’s late something it? says ai smarter humans, says carefree. hopefully he’ll first find ai turn us. nothing poetic taken creation.",negative
2348,"unlocking potential ai like holding key limitless future. innovation imagination, harness power shape world boundless possibilities. #ai #unleashthefuture",positive
2349,mr. burns genius. “end world via ai? excellent!”,positive
2350,great interview 60 minutes!!!,positive
2351,"imagining swarm ai drones programmed efficiently eliminate targets, fought super efficient ai defense systems, ai controlled repair manufacturing facilities regenerate machines sides.",positive
2352,"there's absolutely chance pause go headlong towards ai. money money money, google dont microsoft apple will.",negative
2353,"look worried, makes sense, raised beetle lover.",positive
2354,wowowoowowowow made day beatiful piece content. precise fascinating. taking art delivering useful content next level. congrats team!!!!,positive
2355,"computer science student currently learning delving world ai, can't begin tell insane technology is. people clue intricate tech is. exciting yet worrying time.",positive
2356,geoffrey hinton thanks good humans dymp n putin humans like floors. ai alive,positive
2357,"think things, machine learning models, indeed understand meaning behind everything, yet fully comprehend emotion.",positive
2358,"knowledge world privy permeate beyond “ai” capabilities “it” sentient consciousness increasingly powerful growing speak alarming speeds beyond comprehension human mind , one can’t pigeon hole, numbers equations...",positive
2359,"prize ending human race, awesome!",positive
2360,"richness content mirrored book. highly recommended! ""from bytes consciousness: comprehensive guide artificial intelligence"" stuart mills",positive
2361,"60 minutes bad journalism. hard data shown. science shown. one example cheap ai-generated story journalist, smart, says, ""wow!"". mention need universal basic income, why?! time spent contrasting views. bad journalism.",negative
2362,excellent interview. exciting times.,positive
